StationID,SumReal,Quality
A10,-1.5665988134588653,medium
A23,2.2701732410586026,medium
A27,1.9382376978940912,medium
A28,0.16247553125610859,medium
A29,6.334139461306251,degraded
A5,-4.554616477958366,reference
A53,1.495756909328385,medium
A58,8.699072920776816,degraded
A6,3.3209728883590968,medium
A66,-4.324990339887721,medium
DBC2,9.144198584158348,degraded
DCC2,0.46840300691780123,medium
DCE3,7.166871931896009,degraded
DJC2,7.71992993148401,degraded
GL1,-6.841992829021703,reference
MCE2,9.20109760148973,degraded
S1,-7.837368854576972,reference
S10,-1.350296342464485,medium
S100,4.330495120726399,degraded
S101,-2.3786410970035576,medium
S102,-4.7504649791081945,reference
S11,0.7087164713642067,medium
S12,3.7560628068227206,medium
S13,-0.6780806235835568,medium
S14,-0.4309607538534672,medium
S15,3.0958099311695824,medium
S16,1.1570564006980333,medium
S17,-2.7483318507204384,medium
S18,-3.489919660439481,medium
S19,-1.2152374152531826,medium
S20,-1.8712092379816445,medium
S21,-2.6189760192452303,medium
S21(5),-2.1574447375473556,medium
S22,-4.253235641294691,medium
S23,-3.6454947812986433,medium
S24,-2.272164742216928,medium
S25,-6.762289264260668,reference
S27,8.65781543663944,degraded
S27(5),9.451977674079961,degraded
S28,-6.231943418927298,reference
S28(5),-4.054508157515185,medium
S3,1.2274886030946877,medium
S36,-2.3544137566433085,medium
S37,-5.161638705352344,reference
S38,-9.466829906476818,reference
S39,-4.3959909664610155,medium
S4,3.2375601132617002,medium
S40,0.7817520547493084,medium
S41,-3.0282852762391017,medium
S42,0.07894091970997363,medium
S43,-0.8382386260721432,medium
S44,-1.4569164657747014,medium
S45,1.38336880715794,medium
S46,3.7444075921948676,medium
S47,-0.8147642438525321,medium
S48,-1.2364185214784114,medium
S49,-0.43736833787674106,medium
S5,13.680564394068874,degraded
S50,-4.93582720488837,reference
S51,-8.981443841149623,reference
S52,-9.466238158714743,reference
S53,-10.323334475457544,reference
S54,-11.22637832430353,reference
S55,-4.433085288725914,reference
S56,-4.021706989628245,medium
S57,1.774422417436158,medium
S58,-2.2456516563604825,medium
S60,-1.283315779206829,medium
S61,4.957828611746038,degraded
S62,1.4408293572730226,medium
S63,-2.889015023012697,medium
S64,-4.426232415818656,medium
S65,-12.294504802676466,reference
S66,-2.4530863020012523,medium
S67,-1.3025132263764512,medium
S68,-3.402505669765034,medium
S69,-3.645385232157842,medium
S70,-9.385700833762437,reference
S72,-7.387464860737854,reference
S74,-4.807198321882075,reference
S78,2.4800887445181714,medium
S79,-3.6953175268410092,medium
S8,-3.456868186838565,medium
S80,0.2503790734862936,medium
S81,-8.996591126749708,reference
S82,-5.540888158365682,reference
S83,5.047664248261,degraded
S84,7.488382296687079,degraded
S85,30.921157746180523,degraded
S87,2.9049327297144076,medium
S89,10.221275121310992,degraded
S9,-2.313904488824216,medium
S90,15.752274794313216,degraded
S93,-0.3620169437729044,medium
S94,6.7122622304581885,degraded
S95,0.1791784562593559,medium
S96,-5.188694834037973,reference
S97,-1.4253105804911335,medium
S98,18.395565406299944,degraded
S99,-0.3977014565440271,medium
UBC1,7.170892690770508,degraded
UCC1,5.878824851896878,degraded
UCE1,2.2664326303622575,medium
UJC1,8.457775114299045,degraded
