StationID,SumReal,Quality
A10,-2.9127701182303642,medium
A23,1.0740766532859856,medium
A27,-0.09631837506817464,medium
A28,-4.993213096273883,reference
A29,0.2272727036208081,medium
A5,-2.6457267915284874,medium
A53,0.3206895392812936,medium
A58,4.3402848178470235,degraded
A6,-3.2968322343205703,medium
A66,-7.590382937481699,reference
DBC2,12.600579246307369,degraded
DCC2,-6.233685325419389,reference
DCE3,1.226040909989259,medium
DJC2,17.01696258466297,degraded
GL1,-5.266501141497493,reference
MCE2,15.196008672440037,degraded
S1,-3.2942647770197877,medium
S10,4.732597412060573,degraded
S100,4.300142727883351,degraded
S101,-0.4159486693964486,medium
S102,-2.291478000164772,medium
S11,1.7540744001266977,medium
S12,9.508826114998156,degraded
S13,4.270815251189466,degraded
S14,-1.2650736156992661,medium
S15,2.6272330727289814,medium
S16,-2.6758618242352847,medium
S17,-1.7397086277387888,medium
S18,-4.156817301268336,reference
S19,-1.671139304889303,medium
S20,-4.199282635796592,reference
S21,1.0987222026390628,medium
S21(5),2.8283652977840132,degraded
S22,2.023928053118411,medium
S23,-0.6082928603389333,medium
S24,1.3824463047522018,medium
S25,1.1906151709837631,medium
S27,-0.5209215783113089,medium
S27(5),13.606442340326755,degraded
S28,-1.0064394146949427,medium
S28(5),1.7142836874947025,medium
S3,16.39969264866134,degraded
S36,-0.16931944257929588,medium
S37,-0.9558165340484794,medium
S38,-1.7981447258127659,medium
S39,-1.2361710425747274,medium
S4,7.25821991418057,degraded
S40,2.617707590790212,medium
S41,-1.2069516100649595,medium
S42,-0.0389113522187432,medium
S43,-2.4544787887210795,medium
S44,-2.2755979421113994,medium
S45,0.5662005417112289,medium
S46,0.6963987350444538,medium
S47,0.2771868128844265,medium
S48,2.4947585289677754,medium
S49,-2.215264924661965,medium
S5,7.539757340871587,degraded
S50,-7.181426149112681,reference
S51,-6.140260135384515,reference
S52,-3.7759095856353833,medium
S53,-6.369445785762777,reference
S54,-7.80397737030613,reference
S55,-7.223050311674899,reference
S56,-4.516204702058104,reference
S57,1.5672592581354163,medium
S58,0.4666783829042883,medium
S60,-1.092563014738844,medium
S61,0.6199011331370938,medium
S62,-1.8256497340038462,medium
S63,-1.927966478734402,medium
S64,-0.9646502693484265,medium
S65,-11.1672000089823,reference
S66,-5.3278987746065845,reference
S67,-2.236203446104323,medium
S68,-4.697246271678541,reference
S69,-3.6729612345736005,medium
S70,-9.674938374855609,reference
S72,-7.992913854226735,reference
S74,-6.6289551596986716,reference
S78,-0.6343873076759826,medium
S79,-1.840071593791157,medium
S8,-1.65448897655292,medium
S80,-2.4931290390286476,medium
S81,-8.169861045783724,reference
S82,-3.8463912583741813,medium
S83,3.1046555113438288,degraded
S84,-0.3054577230887208,medium
S85,9.880565859642228,degraded
S87,-1.5085667463916508,medium
S89,-3.28860644031157,medium
S9,-0.19700256146344983,medium
S90,6.941975273374196,degraded
S93,-13.77783422339527,reference
S94,-1.9918255670088403,medium
S95,-1.4243064530550873,medium
S96,-5.423735543489352,reference
S97,2.592046989211944,medium
S98,4.594371177330621,degraded
S99,-3.574402889820263,medium
UBC1,15.552536801918444,degraded
UCC1,11.135629381727957,degraded
UCE1,3.760351336284016,degraded
UJC1,18.474502641241894,degraded
