block,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,environmental,environmental,environmental,environmental,environmental,environmental,environmental,environmental,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,pollution,pollution
subblock,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,hellinger,hellinger,hellinger,hellinger,hellinger,hellinger,hellinger,hellinger,hellinger,hellinger,hellinger,hellinger,hellinger,hellinger,hellinger,hellinger,logz,logz,logz,logz,logz,logz,logz,logz,logz,logz,logz,logz,logz,logz,logz,logz,logz,logz,logz,logz,logz,logz,logz,logz,logz,logz,logz,logz,logz,logz,sumreal_by_logz_chemical,sumreal_by_logz_chemical
var,1234TCB,1245TCB,Al,As,Bi,Ca,Cd,Co,Cr,Cu,Fe,HCB,Heptachlor_Epoxide,Hg,K,Mg,Mn,Na,Ni,OC,OCS,Pb,QCB,Sb,V,Zn,mirex,ppDDD,ppDDE,total_PCB,Dissolved_Oxygen_Concentration_mgL,Latitude,Location,Longitude,Median_Particle_Size_Phi,Total_Organic_Carbon_LOI_,Water_Depth_m,Water_Temperature_C,Acari,Amphipoda,Caenis,Ceratopogonidae,Chironomidae,Dreissena,Gastropoda,Hexagenia,Hirudinea,Hydropsychidae,Hydrozoa,Nematoda,Oligochaeta,Other_Trichoptera,Sphaeriidae,Turbellaria,Acari,Amphipoda,Caenis,Ceratopogonidae,Chironomidae,Dreissena,Gastropoda,Hexagenia,Hirudinea,Hydropsychidae,Hydrozoa,Nematoda,Oligochaeta,Other_Trichoptera,Sphaeriidae,Turbellaria,1234TCB,1245TCB,Al,As,Bi,Ca,Cd,Co,Cr,Cu,Fe,HCB,Heptachlor_Epoxide,Hg,K,Mg,Mn,Na,Ni,OC,OCS,Pb,QCB,Sb,V,Zn,mirex,ppDDD,ppDDE,total_PCB,SumReal,Quality
StationID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A10,0.835582518933964,0.7757315833665,3041,1.939,18.45,28170,0.295,2.723,8.766,17.64,7462,0.62625669144179,0.0,0.03831,504.5,13530,133.3,118.2,7.328,3.43619327861236,0.2832173934251,6.515,0.12582362966755,25.83,13.62,39.01,0.0,0.52318844873728,0.2392445332224,2.49381982601718,10.21,42.9,SCR,-82.47,1.73,3.44,1.8,19.17,3.203426503814917e-16,3.203426503814917e-16,3.203426503814917e-16,3.203426503814917e-16,2.0776834375687248,3.203426503814917e-16,3.203426503814917e-16,3.203426503814917e-16,3.203426503814917e-16,3.203426503814917e-16,3.203426503814917e-16,1.727234056148433,6.57694211380182,3.203426503814917e-16,3.203426503814917e-16,3.203426503814917e-16,5.5548176449591305e-09,5.5548176449591305e-09,5.5548176449591305e-09,5.5548176449591305e-09,0.4473548118253565,5.5548176449591305e-09,5.5548176449591305e-09,5.5548176449591305e-09,5.5548176449591305e-09,5.5548176449591305e-09,5.5548176449591305e-09,0.4078852686020566,0.7959291928269294,5.5548176449591305e-09,5.5548176449591305e-09,5.5548176449591305e-09,2.1153894498696544,0.1689321284667581,-0.5839118578725988,0.2081816561408871,0.3865204191782667,-9.184073564074687e-05,-0.1816156271539941,-0.9141694944450884,-0.1510358413028904,0.5214770238688545,-0.4219945625678813,-0.5410589593586005,-0.3182342810716703,-0.6548734374405594,-0.6986053381267583,0.1252477324594585,-0.4473880718903276,-0.066606162269446,-0.4641407234392407,1.0360286147580589,-0.3121647481485118,0.2804134631422003,-0.7373029319617777,0.7036225019188109,-0.2893295988239922,0.0999159347173731,-0.5930255520633805,-0.1909790578394817,-0.3432002979380747,-0.3974156088645424,-1.578289680476787,reference
A23,0.639982992291,0.69726474971743,4483,2.512,17.03,42110,0.3986,4.009,10.85,17.28,8600,6.16843182243392,0.0,0.3643,1052.0,21120,183.4,148.1,11.0,3.22663708750942,0.0,4.873,0.927448171537956,8.575,15.18,41.31,0.19385747566159,0.7813572817,0.452773869842236,6.77527209351984,10.9,42.57,LSC,-82.58,1.97,3.23,3.0,19.1,3.203426503814917e-16,3.203426503814917e-16,0.5997595026492368,0.174874217414046,4.900431127083276,3.203426503814917e-16,0.9275641638732688,2.8189938890707724,3.203426503814917e-16,3.203426503814917e-16,3.203426503814917e-16,2.4279931543827566,5.872904899904913,3.203426503814917e-16,1.0221389772692484,0.5997595026492368,4.069392048250013e-09,4.069392048250013e-09,0.1760802794337894,0.0950790955703363,0.503314329208578,4.069392048250013e-09,0.2189747961123661,0.3817413606332907,4.069392048250013e-09,4.069392048250013e-09,4.069392048250013e-09,0.3542793823622525,0.5509962385433647,4.069392048250013e-09,0.2298672629613867,0.1760802794337894,1.534215186073575,0.0823438578812373,0.0417759081096197,0.5423531400222463,0.3245550296754581,0.8142742175828411,0.1807944965956709,0.0057388070898431,0.1814573056336532,0.4995133226598622,-0.1369501572430989,0.7572024295953632,-0.3182342810716703,0.2756777786584992,0.3345314539709182,1.1264144746121325,0.3030112098702137,0.5882356292936328,0.2180562652783436,0.9120741872047816,-0.6877400364192371,-0.0236400241343835,0.3284201384804819,-0.1173565505714361,-0.0413869838365909,0.1908019641913829,0.1114169238508332,0.0775903434152352,0.1376963054284,0.3654099863165029,-0.03860615713787108,degraded
A27,0.4518378234364,0.8151491291752,13620,2.759,0.0537,41610,0.218,6.273,21.08,25.0,16940,0.2736472418786,0.0,0.1036,2584.0,15140,283.8,140.0,18.99,2.80264237970526,0.45415729533327,5.02,0.11486685649995,0.0,28.66,56.28,0.514212687719,1.8256725765823,0.458433429995458,7.42981745237221,10.3,42.56,LSC,-82.42,1.32,2.8,1.0,18.4,3.203426503814917e-16,3.203426503814917e-16,3.203426503814917e-16,3.203426503814917e-16,3.1635307747273473,3.203426503814917e-16,3.203426503814917e-16,1.31761510201628,3.203426503814917e-16,3.203426503814917e-16,3.203426503814917e-16,1.8022189428316944,6.402280296651753,1.5801694895322569,1.31761510201628,0.9964067352759918,4.3955908554713775e-09,4.3955908554713775e-09,4.3955908554713775e-09,4.3955908554713775e-09,0.4368133579366293,4.3955908554713775e-09,4.3955908554713775e-09,0.281905897177912,4.3955908554713775e-09,4.3955908554713775e-09,4.3955908554713775e-09,0.3296959817358495,0.6214085450420946,0.3087178315123349,0.281905897177912,0.2451479163341635,0.9056930183660962,0.2109960149228678,1.8335268768568431,0.6698694383289825,-1.9965748117949955,0.7900783057443025,-0.4702802662526562,1.161978271694762,1.2512756686189552,0.8962661283913312,1.2245094118686632,-0.7549519778152148,-0.3182342810716703,-0.4470412799033535,1.5988787205073534,0.3780167514232584,1.3318798298739178,0.4248068955370061,1.1711315930777229,0.641289158620364,-0.1238186668294882,0.0068493596942125,-0.7566873641287208,-1.9174168570957073,1.4406700758883282,0.6833755459735756,1.05645068531591,0.868995161374824,0.1494579753753169,0.4424853427773479,-5.156087295530151,reference
A28,0.2243791442,0.483363488727,12750,2.609,0.06617,33280,0.1197,5.824,18.7,24.07,16270,0.937387519543718,0.0,0.1568,2320.0,14040,242.5,119.7,18.16,3.20139898884963,0.1449271534776,4.57,0.224761622422,0.0,26.02,52.7,0.0,1.8673561488885,0.5867891921828,2.12259535367177,12.8,42.55,LSC,-82.42,1.4,3.2,0.5,18.9,3.203426503814917e-16,3.203426503814917e-16,3.203426503814917e-16,3.203426503814917e-16,4.243152631880998,3.203426503814917e-16,3.203426503814917e-16,2.0492869377254697,2.8635473846276667,3.203426503814917e-16,3.203426503814917e-16,2.7718003265669875,5.867874308053732,2.0492869377254697,2.8635473846276667,3.203426503814917e-16,3.755892878497627e-09,3.755892878497627e-09,3.755892878497627e-09,3.755892878497627e-09,0.4322650692240969,3.755892878497627e-09,3.755892878497627e-09,0.3004050305236578,0.3551059932329923,3.755892878497627e-09,3.755892878497627e-09,0.349370946039082,0.5083305562373994,0.3004050305236578,0.3551059932329923,3.755892878497627e-09,0.0268017705522964,-0.1757393824381653,1.7270906688217578,0.5934687276783402,-1.986958362881697,0.3375803595053221,-0.8665403178730945,0.9644114381397656,1.0552160120024623,0.8552442013569539,1.1434628566006233,-0.3878486713630393,-0.3182342810716703,-0.2865914451891221,1.4472168704748856,0.2084337469691802,0.9610480930808044,-0.0300176375266619,1.0919322901732695,0.8967326749716288,-0.4839038265117909,-0.0889688534676724,-0.5703505663230113,-1.9174168570957073,1.2126915461884165,0.5784332347928428,-0.5930255520633805,0.8941144811337003,0.4046179816224861,-0.5045332667973518,-5.724990062881704,medium
A29,0.299714567391958,0.69535648848934,23740,3.735,0.1529,40450,0.1536,9.618,44.37,44.72,27500,1.29426378724424,0.0,0.3743,4163.0,15470,368.8,160.9,35.38,6.18071828621761,0.8319241791691,9.589,0.3733442394143,0.1145,43.92,95.8,0.986736583258824,0.374731218776,0.49788118684115,5.93748531336479,9.7,42.51,LSC,-82.43,1.07,6.18,0.5,19.3,3.203426503814917e-16,3.203426503814917e-16,3.203426503814917e-16,3.203426503814917e-16,5.1816638378990785,3.203426503814917e-16,3.203426503814917e-16,2.7829018783330652,3.203426503814917e-16,3.203426503814917e-16,3.203426503814917e-16,4.616440732194325,5.1816638378990785,3.203426503814917e-16,3.203426503814917e-16,3.203426503814917e-16,4.2467163575942e-09,4.2467163575942e-09,4.2467163575942e-09,4.2467163575942e-09,0.5401078508072052,4.2467163575942e-09,4.2467163575942e-09,0.3958173435071301,4.2467163575942e-09,4.2467163575942e-09,4.2467163575942e-09,0.5097996170769472,0.5401078508072052,4.2467163575942e-09,4.2467163575942e-09,4.2467163575942e-09,0.3347854337289486,0.080188567231601,2.7294703881117575,1.102937018275412,-1.9230331590229512,0.7328051331561076,-0.7260861846871454,2.3351125694697368,2.489272892256496,1.5319456247738998,2.1975854613282833,-0.2398790045727362,-0.3182342810716703,0.3005666990365267,2.2700626297571675,0.4264939967251319,1.950070192011058,0.8292113082616508,2.289416180381241,2.2696889835064393,0.2239990355887099,0.7033320039450984,-0.3433985128065763,-1.831040727842386,2.4557758301753223,1.5365521370757993,2.136225986760962,-0.36688233127616,0.230191949614621,0.256692257105332,-6.154156095718115,medium
A5,0.18219432265112,0.252476985443939,2283,2.233,20.11,41360,0.2387,2.702,8.566,9.582,8410,0.184464435572,0.0,0.02041,341.5,12330,144.5,125.0,6.156,1.09800962173381,0.569762617274459,3.7,0.375648636522,28.79,20.49,19.09,0.0,0.47456657285359,0.27966577647369,1.52432311283607,9.03,42.88,SCR,-82.46,-1.3,1.1,5.0,19.78,3.203426503814917e-16,0.7862933065297747,3.203426503814917e-16,3.203426503814917e-16,4.142957953842043,4.362134417282382,3.203426503814917e-16,3.203426503814917e-16,3.203426503814917e-16,4.362134417282382,3.203426503814917e-16,3.203426503814917e-16,2.6022819769211827,5.300335979246591,3.203426503814917e-16,3.203426503814917e-16,3.854978001457799e-09,0.1909883211733394,3.854978001457799e-09,3.854978001457799e-09,0.438399232069948,0.4498461872467283,3.854978001457799e-09,3.854978001457799e-09,3.854978001457799e-09,0.4498461872467283,3.854978001457799e-09,3.854978001457799e-09,0.3474495062064968,0.4958681586590266,3.854978001457799e-09,3.854978001457799e-09,-0.154043224344327,-0.4998888919444594,-1.0460607614773854,0.3870551378298757,0.4534634385661764,0.7778711022459677,-0.3909227840974666,-0.931707147275055,-0.1866053604467926,-0.1161351278322444,-0.1818156196082589,-0.8184854044188442,-0.3182342810716703,-0.714138592312386,-1.2466403475514838,-0.083552019502976,-0.257794844679906,0.0957160859931945,-0.7474011119005335,-0.8820960928895812,-0.008605751762838,-0.2984242414323355,-0.3400754952919167,0.787007683858827,0.6526873092845376,-1.0202758066589468,-0.5930255520633805,-0.2466273981486414,-0.2461061313880323,-0.7073534261085374,-1.1322207251066574,reference
A53,0.19178944774147,0.62415865562,6051,1.607,19.94,55720,0.4141,4.041,11.97,15.07,9710,1.397631319925,0.0,0.3774,1167.0,24210,186.6,153.3,11.49,2.93835334678445,0.19874922488451,4.12,0.39481644134435,9.915,15.8,43.66,0.4276242535349,0.198326155183512,0.0,1.50856956459925,8.7,42.45,LSC,-82.47,2.11,2.94,5.2,22.28,3.203426503814917e-16,2.482114093129406,1.1021803948064786,3.203426503814917e-16,3.767091051843877,2.4216402341030907,3.203426503814917e-16,3.203426503814917e-16,3.203426503814917e-16,3.203426503814917e-16,3.203426503814917e-16,5.619563775934367,4.810660066781276,3.203426503814917e-16,1.6155199676971257,3.203426503814917e-16,3.831706663349117e-09,0.3372840019565588,0.2247559578396287,3.831706663349117e-09,0.415516171418246,0.3331498973483509,3.831706663349117e-09,3.831706663349117e-09,3.831706663349117e-09,3.831706663349117e-09,3.831706663349117e-09,0.5075001491095917,0.4695557972705035,3.831706663349117e-09,0.2721078288654498,3.831706663349117e-09,-0.1123485895123825,-0.0020095894832056,0.5253503894859263,-0.0167101061398135,0.4468544076703096,1.3815693602200965,0.2326950589630785,0.0254827032457588,0.3367033610707928,0.3543968228623855,0.1068398045982818,-0.2013100182167296,-0.3182342810716703,0.3082455020329032,0.4804525537595038,1.4334060462624754,0.3437340576879339,0.6885373827298893,0.2928000719175696,0.7311145756271922,-0.4147173783474707,-0.1928632551591377,-0.3126486757230476,-0.0129917495118261,0.0505727522583849,0.278697280351185,0.8223493165821576,-0.6024534034013791,-0.9920739420441312,-0.7133231331641847,-1.8465821295361746,medium
